340.0	102
341.7770034843206	102
343.5540069686411	101
345.33101045296166	101
347.10801393728224	101
348.8850174216028	101
350.6620209059233	103
352.4390243902439	102
354.2160278745645	102
355.993031358885	101
357.77003484320556	101
359.54703832752614	104
361.3240418118467	101
363.10104529616723	101
364.8780487804878	104
366.6550522648084	101
368.43205574912895	102
370.20905923344947	103
371.98606271777004	101
373.7630662020906	103
375.54006968641113	101
377.3170731707317	100
379.0940766550523	102
380.8710801393728	102
382.64808362369337	103
384.42508710801394	104
386.2020905923345	103
387.97909407665503	104
389.7560975609756	107
391.5331010452962	107
393.31010452961675	113
395.08710801393727	115
396.86411149825784	133
398.6411149825784	207
400.41811846689893	319
402.1951219512195	382
403.9721254355401	388
405.7491289198606	311
407.52613240418117	168
409.30313588850174	120
411.0801393728223	109
412.8571428571429	106
414.6341463414634	104
416.411149825784	105
418.18815331010455	103
419.96515679442507	103
421.74216027874564	105
423.5191637630662	102
425.29616724738673	104
427.0731707317073	103
428.8501742160279	101
430.62717770034845	105
432.404181184669	102
434.18118466898954	102
435.9581881533101	103
437.7351916376307	100
439.5121951219512	104
441.2891986062718	104
443.06620209059236	101
444.8432055749129	105
446.62020905923345	103
448.397212543554	101
450.17421602787454	103
451.9512195121951	101
453.7282229965157	102
455.50522648083626	104
457.28222996515683	102
459.05923344947735	103
460.8362369337979	103
462.6132404181185	101
464.390243902439	102
466.1672473867596	101
467.94425087108016	102
469.7212543554007	103
471.49825783972125	101
473.2752613240418	103
475.05226480836234	103
476.82926829268297	102
478.6062717770035	103
480.38327526132406	102
482.16027874564463	104
483.93728222996515	104
485.7142857142857	101
487.4912891986063	102
489.2682926829268	102
491.0452961672474	102
492.82229965156796	104
494.5993031358885	102
496.37630662020905	104
498.1533101045296	102
499.93031358885014	101
501.70731707317077	104
503.4843205574913	103
505.26132404181186	102
507.03832752613243	104
508.81533101045295	101
510.5923344947735	103
512.3693379790941	103
514.1463414634146	100
515.9233449477351	104
517.7003484320558	103
519.4773519163763	101
521.2543554006969	104
523.0313588850174	102
524.808362369338	102
526.5853658536586	102
528.3623693379791	102
530.1393728222997	103
531.9163763066202	102
533.6933797909408	101
535.4703832752614	104
537.2473867595819	100
539.0243902439024	103
540.801393728223	103
542.5783972125436	100
544.3554006968641	103
546.1324041811847	100
547.9094076655052	100
549.6864111498257	104
551.4634146341464	102
553.2404181184669	102
555.0174216027874	103
556.794425087108	101
558.5714285714286	103
560.3484320557491	102
562.1254355400697	101
563.9024390243902	103
565.6794425087108	101
567.4564459930314	103
569.2334494773519	102
571.0104529616725	102
572.787456445993	103
574.5644599303137	103
576.3414634146342	102
578.1184668989547	105
579.8954703832753	101
581.6724738675958	102
583.4494773519164	102
585.226480836237	102
587.0034843205575	103
588.780487804878	103
590.5574912891987	102
592.3344947735192	105
